Origin_Country_Cd,Origin_Route_City_Cd,Origin_Route_City_Nm,Origin_Area_Cd,Origin_Area_Nm,Meas_Type_Cd,Item_Id,Tag_Id,Planned_Drop_Date,Drop_Date,Dest_Country_Cd,Dest_Route_City_Cd,Dest_Route_City_Nm,Dest_Area_Cd,Dest_Area_Nm,Rcv_Date,Validated,Valid,Read_Dt,Read_Day,Site_Country_Cd,Site_Cd,Site_Nm,Site_Area_Nm,Reader,Reader_Id,Reader_Pse,Is_For_TD,FIR_PMC,Deletion_Reason_Cd,Deletion_Reason_Detail,TP_Read_After_Delivery,Has_TD_Read,Nr_Reads_Btw_Drop_And_Rcv,Nr_Reads_After_Delivery
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:20:25.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:22:34.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:24:36.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:27:01.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:29:02.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:40:47.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:42:51.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:44:52.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:47:02.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:49:12.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:51:12.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:53:13.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:55:22.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:57:23.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 14:59:22.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180132CU,J5GJ0001800092362,2018-09-03,2018-09-03,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 15:42:49.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,56,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 15:59:44.2880000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000125,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 15:59:45.3980000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000125,Reader at the office entrance,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180140MK,J5GJ0001800092010,2018-08-24,2018-08-24,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-09-26,1,1,2018-09-07 15:59:45.5880000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000125,Reader at the office entrance,1,0,,,0,1,171,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:23:49.3630000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:25:02.0480000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,82,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 18:37:14.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,148,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180132CU,J5GJ0001800092362,2018-09-03,2018-09-03,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 18:37:15.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP97,J11DJ0001500000142,Reader at office entrance and exit,0,0,,,0,1,56,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180132CU,J5GJ0001800092362,2018-09-03,2018-09-03,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 18:42:41.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP98,J11DJ0001500000143,Reader at office entrance and exit,0,0,,,0,1,56,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-07 18:44:03.0000000,Friday,AT,ATVIEC,1000 VIENNA OE,Wien,ATVIEC RP98,J11DJ0001500000143,Reader at office entrance and exit,0,0,,,0,1,148,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:45:22.8630000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:52:13.4060000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:52:17.9390000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:55:54.3760000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 18:56:30.0430000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 19:00:12.9520000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 19:01:32.3030000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 19:37:38.9910000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 2,J11DJ0001700000014,Reader at the office entrance,1,0,,,0,1,57,0
CR,CRSJO,San José,CRSJO,San José,E2E,CR180317CU,J5GJ0001800076261,2018-09-07,2018-09-07,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 21:42:51.3860000,Friday,CR,CRSJOA,Centro Tratamiento Postal Zapote,San José,,J11DJ0001000000060,Reader at the office exit,1,0,,,0,1,4,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:06:05.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP65 Surface,J11DJ0001300000331,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:06:41.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP66 Surface,J11DJ0001300000332,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:06:49.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP63 Surface,J11DJ0001300000329,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:08:06.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP65 Surface,J11DJ0001300000331,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:08:46.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP67 Surface,J11DJ0001300000333,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:09:41.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP69 Surface,J11DJ0001300000335,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:09:41.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP66 Surface,J11DJ0001300000332,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:10:57.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP67 Surface,J11DJ0001300000333,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:11:46.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP65 Surface,J11DJ0001300000331,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:11:51.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP66 Surface,J11DJ0001300000332,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:11:52.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP69 Surface,J11DJ0001300000335,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:12:01.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP70 Surface,J11DJ0001400000081,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:16:27.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP67 Surface,J11DJ0001300000333,Reader at the office exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-07 22:27:18.0000000,Friday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP67 Surface,J11DJ0001300000333,Reader at the office exit,1,0,,,0,1,33,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 22:31:46.2680000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-07 22:42:17.0940000,Friday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,Reader road transport 1,J11DJ0001700000013,Reader at the office entrance,1,0,,,0,1,57,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180131CU,J5GJ0001800092361,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 02:51:49.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180142CU,J5GJ0001800092372,2018-08-24,2018-08-24,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 02:51:49.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,27,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-08 02:51:49.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180149CU,J5GJ0001800092379,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 02:51:49.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180153CU,J5GJ0001800092375,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 02:51:49.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,159,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180140CU,J5GJ0001800092370,2018-08-22,2018-08-22,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 02:51:50.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,291,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:50.4910000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:50.6370000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180139MK,J5GJ0001800092009,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:50.8980000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,10,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180134MK,J5GJ0001800092004,2018-08-16,2018-08-16,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:51.1650000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,16,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180138MK,J5GJ0001800092008,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:51.3490000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000047,Reader at the office exit,1,0,,,0,1,57,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137MK,J5GJ0001800092007,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:51.3570000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000047,Reader at the office exit,1,0,,,0,1,82,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180136MK,J5GJ0001800092006,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-09-08 03:40:51.4990000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,12,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180140MK,J5GJ0001800092010,2018-08-24,2018-08-24,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-09-26,1,1,2018-09-08 03:40:51.7770000,Saturday,ES,ESMADB,Aeropuerto Madrid-Barajas,Madrid,,J11DJ0000900000046,Reader at the office exit,1,0,,,0,1,171,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180131CU,J5GJ0001800092361,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 15:28:38.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180142CU,J5GJ0001800092372,2018-08-24,2018-08-24,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 15:28:38.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,27,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180146CU,J5GJ0001800092382,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,2018-09-29,1,1,2018-09-08 15:28:38.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,148,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180149CU,J5GJ0001800092379,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 15:28:38.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180153CU,J5GJ0001800092375,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 15:28:38.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,159,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180140CU,J5GJ0001800092370,2018-08-22,2018-08-22,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 16:08:22.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,291,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180142CU,J5GJ0001800092372,2018-08-24,2018-08-24,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 16:08:22.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,27,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180131CU,J5GJ0001800092361,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-08 16:08:23.0000000,Saturday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,26,0
